series,label,step,train_loss
mizar,Mizar distilled,194,0.013491
mizar,Mizar distilled,195,0.012636
mizar,Mizar distilled,196,0.012742
mizar,Mizar distilled,197,0.013546
mizar,Mizar distilled,198,0.013418
mizar,Mizar distilled,199,0.012970
mizar,Mizar distilled,200,0.012476
mizar,Mizar distilled,201,0.013233
mizar,Mizar distilled,202,0.012981
mizar,Mizar distilled,203,0.011753
mizar,Mizar distilled,204,0.011759
mizar,Mizar distilled,205,0.012625
mizar,Mizar distilled,206,0.011659
mizar,Mizar distilled,207,0.012394
mizar,Mizar distilled,208,0.012988
mizar,Mizar distilled,209,0.011838
mizar,Mizar distilled,210,0.012364
mizar,Mizar distilled,211,0.012434
mizar,Mizar distilled,212,0.011701
mizar,Mizar distilled,213,0.012862
mizar,Mizar distilled,214,0.011601
mizar,Mizar distilled,215,0.012908
mizar,Mizar distilled,216,0.011643
mizar,Mizar distilled,217,0.011375
mizar,Mizar distilled,218,0.010735
mizar,Mizar distilled,219,0.011466
mizar,Mizar distilled,220,0.010176
mizar,Mizar distilled,221,0.010638
mizar,Mizar distilled,222,0.010856
mizar,Mizar distilled,223,0.010501
mizar,Mizar distilled,224,0.011096
mizar,Mizar distilled,225,0.009991
mizar,Mizar distilled,226,0.011071
mizar,Mizar distilled,227,0.010781
mizar,Mizar distilled,228,0.010712
mizar,Mizar distilled,229,0.011424
mizar,Mizar distilled,230,0.010825
mizar,Mizar distilled,231,0.010977
mizar,Mizar distilled,232,0.010382
mizar,Mizar distilled,233,0.010410
mizar,Mizar distilled,234,0.011030
mizar,Mizar distilled,235,0.010099
mizar,Mizar distilled,236,0.010927
mizar,Mizar distilled,237,0.009981
mizar,Mizar distilled,238,0.009963
mizar,Mizar distilled,239,0.010348
mizar,Mizar distilled,240,0.010516
mizar_nocot,"Mizar distilled, no CoT",1,0.832759
mizar_nocot,"Mizar distilled, no CoT",2,0.827346
mizar_nocot,"Mizar distilled, no CoT",3,0.798708
mizar_nocot,"Mizar distilled, no CoT",4,0.670682
mizar_nocot,"Mizar distilled, no CoT",5,0.643147
mizar_nocot,"Mizar distilled, no CoT",6,0.560052
mizar_nocot,"Mizar distilled, no CoT",7,0.527762
mizar_nocot,"Mizar distilled, no CoT",8,0.512927
mizar_nocot,"Mizar distilled, no CoT",9,0.450204
mizar_nocot,"Mizar distilled, no CoT",10,0.437074
mizar_nocot,"Mizar distilled, no CoT",11,0.435271
mizar_nocot,"Mizar distilled, no CoT",12,0.406827
mizar_nocot,"Mizar distilled, no CoT",13,0.430092
mizar_nocot,"Mizar distilled, no CoT",14,0.365169
mizar_nocot,"Mizar distilled, no CoT",15,0.387729
mizar_nocot,"Mizar distilled, no CoT",16,0.352064
mizar_nocot,"Mizar distilled, no CoT",17,0.375913
mizar_nocot,"Mizar distilled, no CoT",18,0.368121
mizar_nocot,"Mizar distilled, no CoT",19,0.344839
mizar_nocot,"Mizar distilled, no CoT",20,0.342322
mizar_nocot,"Mizar distilled, no CoT",21,0.362515
mizar_nocot,"Mizar distilled, no CoT",22,0.355063
mizar_nocot,"Mizar distilled, no CoT",23,0.352207
mizar_nocot,"Mizar distilled, no CoT",24,0.372479
mizar_nocot,"Mizar distilled, no CoT",25,0.257983
mizar_nocot,"Mizar distilled, no CoT",26,0.245575
mizar_nocot,"Mizar distilled, no CoT",27,0.243093
mizar_nocot,"Mizar distilled, no CoT",28,0.234202
mizar_nocot,"Mizar distilled, no CoT",29,0.242423
mizar_nocot,"Mizar distilled, no CoT",30,0.241653
mizar_nocot,"Mizar distilled, no CoT",31,0.239425
mizar_nocot,"Mizar distilled, no CoT",32,0.239406
mizar_nocot,"Mizar distilled, no CoT",33,0.247827
mizar_nocot,"Mizar distilled, no CoT",34,0.220583
mizar_nocot,"Mizar distilled, no CoT",35,0.236071
mizar_nocot,"Mizar distilled, no CoT",36,0.220671
mizar_nocot,"Mizar distilled, no CoT",37,0.216999
mizar_nocot,"Mizar distilled, no CoT",38,0.235415
mizar_nocot,"Mizar distilled, no CoT",39,0.218391
mizar_nocot,"Mizar distilled, no CoT",40,0.230795
mizar_nocot,"Mizar distilled, no CoT",41,0.219630
mizar_nocot,"Mizar distilled, no CoT",42,0.220944
mizar_nocot,"Mizar distilled, no CoT",43,0.235436
mizar_nocot,"Mizar distilled, no CoT",44,0.226850
mizar_nocot,"Mizar distilled, no CoT",45,0.231804
mizar_nocot,"Mizar distilled, no CoT",46,0.224584
mizar_nocot,"Mizar distilled, no CoT",47,0.210041
mizar_nocot,"Mizar distilled, no CoT",48,0.213529
mizar_nocot,"Mizar distilled, no CoT",49,0.136541
mizar_nocot,"Mizar distilled, no CoT",50,0.162506
mizar_nocot,"Mizar distilled, no CoT",51,0.129725
mizar_nocot,"Mizar distilled, no CoT",52,0.133999
mizar_nocot,"Mizar distilled, no CoT",53,0.133460
mizar_nocot,"Mizar distilled, no CoT",54,0.136604
mizar_nocot,"Mizar distilled, no CoT",55,0.124945
mizar_nocot,"Mizar distilled, no CoT",56,0.127905
mizar_nocot,"Mizar distilled, no CoT",57,0.119042
mizar_nocot,"Mizar distilled, no CoT",58,0.121661
mizar_nocot,"Mizar distilled, no CoT",59,0.127674
mizar_nocot,"Mizar distilled, no CoT",60,0.121205
mizar_nocot,"Mizar distilled, no CoT",61,0.120461
mizar_nocot,"Mizar distilled, no CoT",62,0.124300
mizar_nocot,"Mizar distilled, no CoT",63,0.120803
mizar_nocot,"Mizar distilled, no CoT",64,0.124223
mizar_nocot,"Mizar distilled, no CoT",65,0.124825
mizar_nocot,"Mizar distilled, no CoT",66,0.121006
mizar_nocot,"Mizar distilled, no CoT",67,0.123312
mizar_nocot,"Mizar distilled, no CoT",68,0.129766
mizar_nocot,"Mizar distilled, no CoT",69,0.125412
mizar_nocot,"Mizar distilled, no CoT",70,0.126854
mizar_nocot,"Mizar distilled, no CoT",71,0.129893
mizar_nocot,"Mizar distilled, no CoT",72,0.125788
mizar_nocot,"Mizar distilled, no CoT",73,0.074200
mizar_nocot,"Mizar distilled, no CoT",74,0.072176
mizar_nocot,"Mizar distilled, no CoT",75,0.070944
mizar_nocot,"Mizar distilled, no CoT",76,0.068508
mizar_nocot,"Mizar distilled, no CoT",77,0.073844
mizar_nocot,"Mizar distilled, no CoT",78,0.067278
mizar_nocot,"Mizar distilled, no CoT",79,0.068767
mizar_nocot,"Mizar distilled, no CoT",80,0.073661
mizar_nocot,"Mizar distilled, no CoT",81,0.068113
mizar_nocot,"Mizar distilled, no CoT",82,0.064605
mizar_nocot,"Mizar distilled, no CoT",83,0.068650
mizar_nocot,"Mizar distilled, no CoT",84,0.069981
mizar_nocot,"Mizar distilled, no CoT",85,0.069078
mizar_nocot,"Mizar distilled, no CoT",86,0.071239
mizar_nocot,"Mizar distilled, no CoT",87,0.072589
mizar_nocot,"Mizar distilled, no CoT",88,0.073184
mizar_nocot,"Mizar distilled, no CoT",89,0.068226
mizar_nocot,"Mizar distilled, no CoT",90,0.067446
mizar_nocot,"Mizar distilled, no CoT",91,0.070514
mizar_nocot,"Mizar distilled, no CoT",92,0.071672
mizar_nocot,"Mizar distilled, no CoT",93,0.069635
mizar_nocot,"Mizar distilled, no CoT",94,0.072629
mizar_nocot,"Mizar distilled, no CoT",95,0.072970
mizar_nocot,"Mizar distilled, no CoT",96,0.067312
mizar_nocot,"Mizar distilled, no CoT",97,0.042021
mizar_nocot,"Mizar distilled, no CoT",98,0.043601
mizar_nocot,"Mizar distilled, no CoT",99,0.039899
mizar_nocot,"Mizar distilled, no CoT",100,0.042913
mizar_nocot,"Mizar distilled, no CoT",101,0.039300
mizar_nocot,"Mizar distilled, no CoT",102,0.042123
mizar_nocot,"Mizar distilled, no CoT",103,0.041692
mizar_nocot,"Mizar distilled, no CoT",104,0.039289
mizar_nocot,"Mizar distilled, no CoT",105,0.041586
mizar_nocot,"Mizar distilled, no CoT",106,0.037603
mizar_nocot,"Mizar distilled, no CoT",107,0.040905
mizar_nocot,"Mizar distilled, no CoT",108,0.040290
mizar_nocot,"Mizar distilled, no CoT",109,0.045465
mizar_nocot,"Mizar distilled, no CoT",110,0.041986
mizar_nocot,"Mizar distilled, no CoT",111,0.041052
mizar_nocot,"Mizar distilled, no CoT",112,0.048469
mizar_nocot,"Mizar distilled, no CoT",113,0.041108
mizar_nocot,"Mizar distilled, no CoT",114,0.042884
mizar_nocot,"Mizar distilled, no CoT",115,0.040472
mizar_nocot,"Mizar distilled, no CoT",116,0.042779
mizar_nocot,"Mizar distilled, no CoT",117,0.042864
mizar_nocot,"Mizar distilled, no CoT",118,0.041797
mizar_nocot,"Mizar distilled, no CoT",119,0.041811
mizar_nocot,"Mizar distilled, no CoT",120,0.041801
mizar_nocot,"Mizar distilled, no CoT",121,0.024588
mizar_nocot,"Mizar distilled, no CoT",122,0.024605
mizar_nocot,"Mizar distilled, no CoT",123,0.023404
mizar_nocot,"Mizar distilled, no CoT",124,0.024936
mizar_nocot,"Mizar distilled, no CoT",125,0.025875
mizar_nocot,"Mizar distilled, no CoT",126,0.023721
mizar_nocot,"Mizar distilled, no CoT",127,0.024112
mizar_nocot,"Mizar distilled, no CoT",128,0.026005
mizar_nocot,"Mizar distilled, no CoT",129,0.022756
mizar_nocot,"Mizar distilled, no CoT",130,0.026268
mizar_nocot,"Mizar distilled, no CoT",131,0.023902
mizar_nocot,"Mizar distilled, no CoT",132,0.022478
mizar_nocot,"Mizar distilled, no CoT",133,0.024070
mizar_nocot,"Mizar distilled, no CoT",134,0.021619
mizar_nocot,"Mizar distilled, no CoT",135,0.023625
mizar_nocot,"Mizar distilled, no CoT",136,0.022393
mizar_nocot,"Mizar distilled, no CoT",137,0.021778
mizar_nocot,"Mizar distilled, no CoT",138,0.023102
mizar_nocot,"Mizar distilled, no CoT",139,0.026382
mizar_nocot,"Mizar distilled, no CoT",140,0.022745
mizar_nocot,"Mizar distilled, no CoT",141,0.022094
mizar_nocot,"Mizar distilled, no CoT",142,0.023606
mizar_nocot,"Mizar distilled, no CoT",143,0.020386
mizar_nocot,"Mizar distilled, no CoT",144,0.025543
mizar_nocot,"Mizar distilled, no CoT",145,0.013888
mizar_nocot,"Mizar distilled, no CoT",146,0.013270
mizar_nocot,"Mizar distilled, no CoT",147,0.012996
mizar_nocot,"Mizar distilled, no CoT",148,0.013789
mizar_nocot,"Mizar distilled, no CoT",149,0.014554
mizar_nocot,"Mizar distilled, no CoT",150,0.012523
mizar_nocot,"Mizar distilled, no CoT",151,0.014592
mizar_nocot,"Mizar distilled, no CoT",152,0.012922
mizar_nocot,"Mizar distilled, no CoT",153,0.015279
mizar_nocot,"Mizar distilled, no CoT",154,0.012176
mizar_nocot,"Mizar distilled, no CoT",155,0.012509
mizar_nocot,"Mizar distilled, no CoT",156,0.014361
mizar_nocot,"Mizar distilled, no CoT",157,0.012757
mizar_nocot,"Mizar distilled, no CoT",158,0.012296
mizar_nocot,"Mizar distilled, no CoT",159,0.012074
mizar_nocot,"Mizar distilled, no CoT",160,0.013213
mizar_nocot,"Mizar distilled, no CoT",161,0.012089
mizar_nocot,"Mizar distilled, no CoT",162,0.014045
mizar_nocot,"Mizar distilled, no CoT",163,0.011934
mizar_nocot,"Mizar distilled, no CoT",164,0.012374
mizar_nocot,"Mizar distilled, no CoT",165,0.011840
mizar_nocot,"Mizar distilled, no CoT",166,0.013557
mizar_nocot,"Mizar distilled, no CoT",167,0.013045
mizar_nocot,"Mizar distilled, no CoT",168,0.012529
mizar_nocot,"Mizar distilled, no CoT",169,0.007058
mizar_nocot,"Mizar distilled, no CoT",170,0.008467
mizar_nocot,"Mizar distilled, no CoT",171,0.007106
mizar_nocot,"Mizar distilled, no CoT",172,0.007096
mizar_nocot,"Mizar distilled, no CoT",173,0.007708
mizar_nocot,"Mizar distilled, no CoT",174,0.007969
mizar_nocot,"Mizar distilled, no CoT",175,0.006726
mizar_nocot,"Mizar distilled, no CoT",176,0.007711
mizar_nocot,"Mizar distilled, no CoT",177,0.007278
mizar_nocot,"Mizar distilled, no CoT",178,0.007786
mizar_nocot,"Mizar distilled, no CoT",179,0.007266
mizar_nocot,"Mizar distilled, no CoT",180,0.006763
mizar_nocot,"Mizar distilled, no CoT",181,0.006661
mizar_nocot,"Mizar distilled, no CoT",182,0.007455
mizar_nocot,"Mizar distilled, no CoT",183,0.007011
mizar_nocot,"Mizar distilled, no CoT",184,0.007116
mizar_nocot,"Mizar distilled, no CoT",185,0.006870
mizar_nocot,"Mizar distilled, no CoT",186,0.006596
mizar_nocot,"Mizar distilled, no CoT",187,0.006907
mizar_nocot,"Mizar distilled, no CoT",188,0.006605
mizar_nocot,"Mizar distilled, no CoT",189,0.006770
mizar_nocot,"Mizar distilled, no CoT",190,0.007328
mizar_nocot,"Mizar distilled, no CoT",191,0.006820
mizar_nocot,"Mizar distilled, no CoT",192,0.007041
mizar_nocot,"Mizar distilled, no CoT",193,0.004855
mizar_nocot,"Mizar distilled, no CoT",194,0.004751
mizar_nocot,"Mizar distilled, no CoT",195,0.004227
mizar_nocot,"Mizar distilled, no CoT",196,0.004639
mizar_nocot,"Mizar distilled, no CoT",197,0.004583
mizar_nocot,"Mizar distilled, no CoT",198,0.005315
mizar_nocot,"Mizar distilled, no CoT",199,0.004547
mizar_nocot,"Mizar distilled, no CoT",200,0.004227
mizar_nocot,"Mizar distilled, no CoT",201,0.004494
mizar_nocot,"Mizar distilled, no CoT",202,0.004599
mizar_nocot,"Mizar distilled, no CoT",203,0.004415
mizar_nocot,"Mizar distilled, no CoT",204,0.004343
mizar_nocot,"Mizar distilled, no CoT",205,0.005005
mizar_nocot,"Mizar distilled, no CoT",206,0.004334
mizar_nocot,"Mizar distilled, no CoT",207,0.003970
mizar_nocot,"Mizar distilled, no CoT",208,0.004090
mizar_nocot,"Mizar distilled, no CoT",209,0.003961
mizar_nocot,"Mizar distilled, no CoT",210,0.004200
mizar_nocot,"Mizar distilled, no CoT",211,0.004390
mizar_nocot,"Mizar distilled, no CoT",212,0.004354
mizar_nocot,"Mizar distilled, no CoT",213,0.004742
mizar_nocot,"Mizar distilled, no CoT",214,0.004042
mizar_nocot,"Mizar distilled, no CoT",215,0.004061
mizar_nocot,"Mizar distilled, no CoT",216,0.004017
mizar_nocot,"Mizar distilled, no CoT",217,0.004467
mizar_nocot,"Mizar distilled, no CoT",218,0.003655
mizar_nocot,"Mizar distilled, no CoT",219,0.003407
mizar_nocot,"Mizar distilled, no CoT",220,0.003632
mizar_nocot,"Mizar distilled, no CoT",221,0.003277
mizar_nocot,"Mizar distilled, no CoT",222,0.003621
mizar_nocot,"Mizar distilled, no CoT",223,0.003500
mizar_nocot,"Mizar distilled, no CoT",224,0.003754
mizar_nocot,"Mizar distilled, no CoT",225,0.003269
mizar_nocot,"Mizar distilled, no CoT",226,0.003496
mizar_nocot,"Mizar distilled, no CoT",227,0.003762
mizar_nocot,"Mizar distilled, no CoT",228,0.003838
mizar_nocot,"Mizar distilled, no CoT",229,0.003915
mizar_nocot,"Mizar distilled, no CoT",230,0.003870
mizar_nocot,"Mizar distilled, no CoT",231,0.004115
mizar_nocot,"Mizar distilled, no CoT",232,0.003448
mizar_nocot,"Mizar distilled, no CoT",233,0.003618
mizar_nocot,"Mizar distilled, no CoT",234,0.003959
mizar_nocot,"Mizar distilled, no CoT",235,0.004089
mizar_nocot,"Mizar distilled, no CoT",236,0.003502
mizar_nocot,"Mizar distilled, no CoT",237,0.003024
mizar_nocot,"Mizar distilled, no CoT",238,0.003348
mizar_nocot,"Mizar distilled, no CoT",239,0.003424
mizar_nocot,"Mizar distilled, no CoT",240,0.003027
